"","DayOfYear","Tmean","daily_thermal_time","cumul_thermal_time","cumul_thermal_time_dormancy","cumul_vern_days","vern_fac","Berry_thermal_time","sum_daily_thermal_time","days_since_bud_burst","Matdtt","FFulindex","iStage","Vcarbo","Pcarb","Vreserve","aeration_stress","soil_water_stress1","soil_water_stress2","Cpool","vcarbo_limits_swdf","vcarbo_limits_air","vcarbo_limits_salt","shoot_num","berry_num_shoot","berry_num_vine","BerryDw","SugarDw","FruitDw","BerryStage","Brix","FruitSink","VLeafwt","VStemwt","VRootwt","root_growth","stem_growth","leaf_growth","LAI","LatNo","shoot_sqm","VineEop","Tru","total_soil_water","rain","ponding","irrigation","drainage","root_uptake","evap","Pesw","water_table","ATheta","soil_water_deficit","soil_water","infiltration","runoff","salt_stress1","salt_stress2"
"1",2019-01-01,24.9,16.64643275,0,0,0,0,13.64643275,16.64643275,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2019-01-02,25.85,17.571166875,0,0,0,0,14.571166875,34.217599625,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",2019-01-03,28.2,16.2351705,0,0,0,0,13.2351705,50.452770125,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",2019-01-04,32.3,13.609485,0,0,0,0,10.609485,64.062255125,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",2019-01-05,21.4,13.9,0,0,0,0,10.9,77.962255125,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2019-01-06,20.6,13.1,0,0,0,0,10.1,91.062255125,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",2019-01-07,22.2,14.7,0,0,0,0,11.7,105.762255125,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2019-01-08,22.8,15.3,0,0,0,0,12.3,121.062255125,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",2019-01-09,20.5,13,0,0,0,0,10,134.062255125,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2019-01-10,20.75,13.25,0,0,0,0,10.25,147.312255125,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2019-01-11,25.3,14.91806125,0,0,0,0,11.91806125,162.230316375,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2019-01-12,27.45,17.230247375,0,0,0,0,14.230247375,179.46056375,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2019-01-13,25.55,16.502924625,0,0,0,0,13.502924625,195.963488375,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2019-01-14,28.9,13.750762,0,0,0,0,10.750762,209.714250375,0,0,0,10,0,0,0,0,0,0,0,0.699900027555497,0.997937346907043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
